surah_index,surah_name_en,surah_name_ar,verse_index,text_rasm,text_normalized,abjad_value,juz_index,revelation_place,revelation_type,page_number
8,al-Anfal,الأنفال,49,إِذْ يَقُولُ ٱلْمُنَٰفِقُونَ وَٱلَّذِينَ فِى قُلُوبِهِم مَّرَضٌ غَرَّ هَٰٓؤُلَآءِ دِينُهُمْ ۗ وَمَن يَتَوَكَّلْ عَلَى ٱللَّهِ فَإِنَّ ٱللَّهَ عَزِيزٌ حَكِيمٌۭ,اذ يقول المنفقون والذين في قلوبهم مرض غر هؤلاء دينهم ۗ ومن يتوكل علي الله فان الله عزيز حكيمۭ,5767,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,50,وَلَوْ تَرَىٰٓ إِذْ يَتَوَفَّى ٱلَّذِينَ كَفَرُوا۟ ۙ ٱلْمَلَٰٓئِكَةُ يَضْرِبُونَ وُجُوهَهُمْ وَأَدْبَٰرَهُمْ وَذُوقُوا۟ عَذَابَ ٱلْحَرِيقِ,ولو تري اذ يتوفي الذين كفروا۟ ۙ الملئكه يضربون وجوههم وادبرهم وذوقوا۟ عذاب الحريق,6415,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,51,ذَٰلِكَ بِمَا قَدَّمَتْ أَيْدِيكُمْ وَأَنَّ ٱللَّهَ لَيْسَ بِظَلَّٰمٍۢ لِّلْعَبِيدِ,ذلك بما قدمت ايديكم وان الله ليس بظلمۢ للعبيد,2763,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,52,كَدَأْبِ ءَالِ فِرْعَوْنَ ۙ وَٱلَّذِينَ مِن قَبْلِهِمْ ۚ كَفَرُوا۟ بِـَٔايَٰتِ ٱللَّهِ فَأَخَذَهُمُ ٱللَّهُ بِذُنُوبِهِمْ ۗ إِنَّ ٱللَّهَ قَوِىٌّۭ شَدِيدُ ٱلْعِقَابِ,كداب ءال فرعون ۙ والذين من قبلهم ۚ كفروا۟ بايت الله فاخذهم الله بذنوبهم ۗ ان الله قويۭ شديد العقاب,5367,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,53,ذَٰلِكَ بِأَنَّ ٱللَّهَ لَمْ يَكُ مُغَيِّرًۭا نِّعْمَةً أَنْعَمَهَا عَلَىٰ قَوْمٍ حَتَّىٰ يُغَيِّرُوا۟ مَا بِأَنفُسِهِمْ ۙ وَأَنَّ ٱللَّهَ سَمِيعٌ عَلِيمٌۭ,ذلك بان الله لم يك مغيرۭا نعمه انعمها علي قوم حتي يغيروا۟ ما بانفسهم ۙ وان الله سميع عليمۭ,5185,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,54,كَدَأْبِ ءَالِ فِرْعَوْنَ ۙ وَٱلَّذِينَ مِن قَبْلِهِمْ ۚ كَذَّبُوا۟ بِـَٔايَٰتِ رَبِّهِمْ فَأَهْلَكْنَٰهُم بِذُنُوبِهِمْ وَأَغْرَقْنَآ ءَالَ فِرْعَوْنَ ۚ وَكُلٌّۭ كَانُوا۟ ظَٰلِمِينَ,كداب ءال فرعون ۙ والذين من قبلهم ۚ كذبوا۟ بايت ربهم فاهلكنهم بذنوبهم واغرقنا ءال فرعون ۚ وكلۭ كانوا۟ ظلمين,6914,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,55,إِنَّ شَرَّ ٱلدَّوَآبِّ عِندَ ٱللَّهِ ٱلَّذِينَ كَفَرُوا۟ فَهُمْ لَا يُؤْمِنُونَ,ان شر الدواب عند الله الذين كفروا۟ فهم لا يؤمنون,2195,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,56,ٱلَّذِينَ عَٰهَدتَّ مِنْهُمْ ثُمَّ يَنقُضُونَ عَهْدَهُمْ فِى كُلِّ مَرَّةٍۢ وَهُمْ لَا يَتَّقُونَ,الذين عهدت منهم ثم ينقضون عهدهم في كل مرهۢ وهم لا يتقون,4118,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,57,فَإِمَّا تَثْقَفَنَّهُمْ فِى ٱلْحَرْبِ فَشَرِّدْ بِهِم مَّنْ خَلْفَهُمْ لَعَلَّهُمْ يَذَّكَّرُونَ,فاما تثقفنهم في الحرب فشرد بهم من خلفهم لعلهم يذكرون,4265,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,58,وَإِمَّا تَخَافَنَّ مِن قَوْمٍ خِيَانَةًۭ فَٱنۢبِذْ إِلَيْهِمْ عَلَىٰ سَوَآءٍ ۚ إِنَّ ٱللَّهَ لَا يُحِبُّ ٱلْخَآئِنِينَ,واما تخافن من قوم خيانهۭ فانۢبذ اليهم علي سواء ۚ ان الله لا يحب الخائنين,4088,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,59,وَلَا يَحْسَبَنَّ ٱلَّذِينَ كَفَرُوا۟ سَبَقُوٓا۟ ۚ إِنَّهُمْ لَا يُعْجِزُونَ,ولا يحسبن الذين كفروا۟ سبقوا۟ ۚ انهم لا يعجزون,1707,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,60,وَأَعِدُّوا۟ لَهُم مَّا ٱسْتَطَعْتُم مِّن قُوَّةٍۢ وَمِن رِّبَاطِ ٱلْخَيْلِ تُرْهِبُونَ بِهِۦ عَدُوَّ ٱللَّهِ وَعَدُوَّكُمْ وَءَاخَرِينَ مِن دُونِهِمْ لَا تَعْلَمُونَهُمُ ٱللَّهُ يَعْلَمُهُمْ ۚ وَمَا تُنفِقُوا۟ مِن شَىْءٍۢ فِى سَبِيلِ ٱللَّهِ يُوَفَّ إِلَيْكُمْ وَأَنتُمْ لَا تُظْلَمُونَ,واعدوا۟ لهم ما استطعتم من قوهۢ ومن رباط الخيل ترهبون بهۦ عدو الله وعدوكم وءاخرين من دونهم لا تعلمونهم الله يعلمهم ۚ وما تنفقوا۟ من شيءۢ في سبيل الله يوف اليكم وانتم لا تظلمون,8816,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,61,۞ وَإِن جَنَحُوا۟ لِلسَّلْمِ فَٱجْنَحْ لَهَا وَتَوَكَّلْ عَلَى ٱللَّهِ ۚ إِنَّهُۥ هُوَ ٱلسَّمِيعُ ٱلْعَلِيمُ,۞ وان جنحوا۟ للسلم فاجنح لها وتوكل علي الله ۚ انهۥ هو السميع العليم,1590,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,62,وَإِن يُرِيدُوٓا۟ أَن يَخْدَعُوكَ فَإِنَّ حَسْبَكَ ٱللَّهُ ۚ هُوَ ٱلَّذِىٓ أَيَّدَكَ بِنَصْرِهِۦ وَبِٱلْمُؤْمِنِينَ,وان يريدوا۟ ان يخدعوك فان حسبك الله ۚ هو الذي ايدك بنصرهۦ وبالمؤمنين,2699,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,63,وَأَلَّفَ بَيْنَ قُلُوبِهِمْ ۚ لَوْ أَنفَقْتَ مَا فِى ٱلْأَرْضِ جَمِيعًۭا مَّآ أَلَّفْتَ بَيْنَ قُلُوبِهِمْ وَلَٰكِنَّ ٱللَّهَ أَلَّفَ بَيْنَهُمْ ۚ إِنَّهُۥ عَزِيزٌ حَكِيمٌۭ,والف بين قلوبهم ۚ لو انفقت ما في الارض جميعۭا ما الفت بين قلوبهم ولكن الله الف بينهم ۚ انهۥ عزيز حكيمۭ,3731,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,64,يَٰٓأَيُّهَا ٱلنَّبِىُّ حَسْبُكَ ٱللَّهُ وَمَنِ ٱتَّبَعَكَ مِنَ ٱلْمُؤْمِنِينَ,يايها النبي حسبك الله ومن اتبعك من المؤمنين,1176,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,65,يَٰٓأَيُّهَا ٱلنَّبِىُّ حَرِّضِ ٱلْمُؤْمِنِينَ عَلَى ٱلْقِتَالِ ۚ إِن يَكُن مِّنكُمْ عِشْرُونَ صَٰبِرُونَ يَغْلِبُوا۟ مِا۟ئَتَيْنِ ۚ وَإِن يَكُن مِّنكُم مِّا۟ئَةٌۭ يَغْلِبُوٓا۟ أَلْفًۭا مِّنَ ٱلَّذِينَ كَفَرُوا۟ بِأَنَّهُمْ قَوْمٌۭ لَّا يَفْقَهُونَ,يايها النبي حرض المؤمنين علي القتال ۚ ان يكن منكم عشرون صبرون يغلبوا۟ ما۟ئتين ۚ وان يكن منكم ما۟ئهۭ يغلبوا۟ الفۭا من الذين كفروا۟ بانهم قومۭ لا يفقهون,8034,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,66,ٱلْـَٰٔنَ خَفَّفَ ٱللَّهُ عَنكُمْ وَعَلِمَ أَنَّ فِيكُمْ ضَعْفًۭا ۚ فَإِن يَكُن مِّنكُم مِّا۟ئَةٌۭ صَابِرَةٌۭ يَغْلِبُوا۟ مِا۟ئَتَيْنِ ۚ وَإِن يَكُن مِّنكُمْ أَلْفٌۭ يَغْلِبُوٓا۟ أَلْفَيْنِ بِإِذْنِ ٱللَّهِ ۗ وَٱللَّهُ مَعَ ٱلصَّٰبِرِينَ,الن خفف الله عنكم وعلم ان فيكم ضعفۭا ۚ فان يكن منكم ما۟ئهۭ صابرهۭ يغلبوا۟ ما۟ئتين ۚ وان يكن منكم الفۭ يغلبوا۟ الفين باذن الله ۗ والله مع الصبرين,7642,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,67,مَا كَانَ لِنَبِىٍّ أَن يَكُونَ لَهُۥٓ أَسْرَىٰ حَتَّىٰ يُثْخِنَ فِى ٱلْأَرْضِ ۚ تُرِيدُونَ عَرَضَ ٱلدُّنْيَا وَٱللَّهُ يُرِيدُ ٱلْءَاخِرَةَ ۗ وَٱللَّهُ عَزِيزٌ حَكِيمٌۭ,ما كان لنبي ان يكون لهۥ اسري حتي يثخن في الارض ۚ تريدون عرض الدنيا والله يريد الءاخره ۗ والله عزيز حكيمۭ,6561,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,68,لَّوْلَا كِتَٰبٌۭ مِّنَ ٱللَّهِ سَبَقَ لَمَسَّكُمْ فِيمَآ أَخَذْتُمْ عَذَابٌ عَظِيمٌۭ,لولا كتبۭ من الله سبق لمسكم فيما اخذتم عذاب عظيمۭ,4662,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,69,فَكُلُوا۟ مِمَّا غَنِمْتُمْ حَلَٰلًۭا طَيِّبًۭا ۚ وَٱتَّقُوا۟ ٱللَّهَ ۚ إِنَّ ٱللَّهَ غَفُورٌۭ رَّحِيمٌۭ,فكلوا۟ مما غنمتم حللۭا طيبۭا ۚ واتقوا۟ الله ۚ ان الله غفورۭ رحيمۭ,4080,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,70,يَٰٓأَيُّهَا ٱلنَّبِىُّ قُل لِّمَن فِىٓ أَيْدِيكُم مِّنَ ٱلْأَسْرَىٰٓ إِن يَعْلَمِ ٱللَّهُ فِى قُلُوبِكُمْ خَيْرًۭا يُؤْتِكُمْ خَيْرًۭا مِّمَّآ أُخِذَ مِنكُمْ وَيَغْفِرْ لَكُمْ ۗ وَٱللَّهُ غَفُورٌۭ رَّحِيمٌۭ,يايها النبي قل لمن في ايديكم من الاسري ان يعلم الله في قلوبكم خيرۭا يؤتكم خيرۭا مما اخذ منكم ويغفر لكم ۗ والله غفورۭ رحيمۭ,8118,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,71,وَإِن يُرِيدُوا۟ خِيَانَتَكَ فَقَدْ خَانُوا۟ ٱللَّهَ مِن قَبْلُ فَأَمْكَنَ مِنْهُمْ ۗ وَٱللَّهُ عَلِيمٌ حَكِيمٌ,وان يريدوا۟ خيانتك فقد خانوا۟ الله من قبل فامكن منهم ۗ والله عليم حكيم,3125,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,72,إِنَّ ٱلَّذِينَ ءَامَنُوا۟ وَهَاجَرُوا۟ وَجَٰهَدُوا۟ بِأَمْوَٰلِهِمْ وَأَنفُسِهِمْ فِى سَبِيلِ ٱللَّهِ وَٱلَّذِينَ ءَاوَوا۟ وَّنَصَرُوٓا۟ أُو۟لَٰٓئِكَ بَعْضُهُمْ أَوْلِيَآءُ بَعْضٍۢ ۚ وَٱلَّذِينَ ءَامَنُوا۟ وَلَمْ يُهَاجِرُوا۟ مَا لَكُم مِّن وَلَٰيَتِهِم مِّن شَىْءٍ حَتَّىٰ يُهَاجِرُوا۟ ۚ وَإِنِ ٱسْتَنصَرُوكُمْ فِى ٱلدِّينِ فَعَلَيْكُمُ ٱلنَّصْرُ إِلَّا عَلَىٰ قَوْمٍۭ بَيْنَكُمْ وَبَيْنَهُم مِّيثَٰقٌۭ ۗ وَٱللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌۭ,ان الذين ءامنوا۟ وهاجروا۟ وجهدوا۟ بامولهم وانفسهم في سبيل الله والذين ءاووا۟ ونصروا۟ او۟لئك بعضهم اولياء بعضۢ ۚ والذين ءامنوا۟ ولم يهاجروا۟ ما لكم من وليتهم من شيء حتي يهاجروا۟ ۚ وان استنصروكم في الدين فعليكم النصر الا علي قومۭ بينكم وبينهم ميثقۭ ۗ والله بما تعملون بصيرۭ,11743,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,73,وَٱلَّذِينَ كَفَرُوا۟ بَعْضُهُمْ أَوْلِيَآءُ بَعْضٍ ۚ إِلَّا تَفْعَلُوهُ تَكُن فِتْنَةٌۭ فِى ٱلْأَرْضِ وَفَسَادٌۭ كَبِيرٌۭ,والذين كفروا۟ بعضهم اولياء بعض ۚ الا تفعلوه تكن فتنهۭ في الارض وفسادۭ كبيرۭ,6075,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,74,وَٱلَّذِينَ ءَامَنُوا۟ وَهَاجَرُوا۟ وَجَٰهَدُوا۟ فِى سَبِيلِ ٱللَّهِ وَٱلَّذِينَ ءَاوَوا۟ وَّنَصَرُوٓا۟ أُو۟لَٰٓئِكَ هُمُ ٱلْمُؤْمِنُونَ حَقًّۭا ۚ لَّهُم مَّغْفِرَةٌۭ وَرِزْقٌۭ كَرِيمٌۭ,والذين ءامنوا۟ وهاجروا۟ وجهدوا۟ في سبيل الله والذين ءاووا۟ ونصروا۟ او۟لئك هم المؤمنون حقۭا ۚ لهم مغفرهۭ ورزقۭ كريمۭ,4977,10.0,Medina,Madaniyah,160
8,al-Anfal,الأنفال,75,وَٱلَّذِينَ ءَامَنُوا۟ مِنۢ بَعْدُ وَهَاجَرُوا۟ وَجَٰهَدُوا۟ مَعَكُمْ فَأُو۟لَٰٓئِكَ مِنكُمْ ۚ وَأُو۟لُوا۟ ٱلْأَرْحَامِ بَعْضُهُمْ أَوْلَىٰ بِبَعْضٍۢ فِى كِتَٰبِ ٱللَّهِ ۗ إِنَّ ٱللَّهَ بِكُلِّ شَىْءٍ عَلِيمٌۢ,والذين ءامنوا۟ منۢ بعد وهاجروا۟ وجهدوا۟ معكم فاو۟لئك منكم ۚ واو۟لوا۟ الارحام بعضهم اولي ببعضۢ في كتب الله ۗ ان الله بكل شيء عليمۢ,5143,10.0,Medina,Madaniyah,160
9,at-Taubah,التوبة,1,بَرَآءَةٌۭ مِّنَ ٱللَّهِ وَرَسُولِهِۦٓ إِلَى ٱلَّذِينَ عَٰهَدتُّم مِّنَ ٱلْمُشْرِكِينَ,براءهۭ من الله ورسولهۦ الي الذين عهدتم من المشركين,2764,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,2,فَسِيحُوا۟ فِى ٱلْأَرْضِ أَرْبَعَةَ أَشْهُرٍۢ وَٱعْلَمُوٓا۟ أَنَّكُمْ غَيْرُ مُعْجِزِى ٱللَّهِ ۙ وَأَنَّ ٱللَّهَ مُخْزِى ٱلْكَٰفِرِينَ,فسيحوا۟ في الارض اربعه اشهرۢ واعلموا۟ انكم غير معجزي الله ۙ وان الله مخزي الكفرين,4913,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,3,وَأَذَٰنٌۭ مِّنَ ٱللَّهِ وَرَسُولِهِۦٓ إِلَى ٱلنَّاسِ يَوْمَ ٱلْحَجِّ ٱلْأَكْبَرِ أَنَّ ٱللَّهَ بَرِىٓءٌۭ مِّنَ ٱلْمُشْرِكِينَ ۙ وَرَسُولُهُۥ ۚ فَإِن تُبْتُمْ فَهُوَ خَيْرٌۭ لَّكُمْ ۖ وَإِن تَوَلَّيْتُمْ فَٱعْلَمُوٓا۟ أَنَّكُمْ غَيْرُ مُعْجِزِى ٱللَّهِ ۗ وَبَشِّرِ ٱلَّذِينَ كَفَرُوا۟ بِعَذَابٍ أَلِيمٍ,واذنۭ من الله ورسولهۦ الي الناس يوم الحج الاكبر ان الله بريءۭ من المشركين ۙ ورسولهۥ ۚ فان تبتم فهو خيرۭ لكم ۖ وان توليتم فاعلموا۟ انكم غير معجزي الله ۗ وبشر الذين كفروا۟ بعذاب اليم,10247,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,4,إِلَّا ٱلَّذِينَ عَٰهَدتُّم مِّنَ ٱلْمُشْرِكِينَ ثُمَّ لَمْ يَنقُصُوكُمْ شَيْـًۭٔا وَلَمْ يُظَٰهِرُوا۟ عَلَيْكُمْ أَحَدًۭا فَأَتِمُّوٓا۟ إِلَيْهِمْ عَهْدَهُمْ إِلَىٰ مُدَّتِهِمْ ۚ إِنَّ ٱللَّهَ يُحِبُّ ٱلْمُتَّقِينَ,الا الذين عهدتم من المشركين ثم لم ينقصوكم شيۭا ولم يظهروا۟ عليكم احدۭا فاتموا۟ اليهم عهدهم الي مدتهم ۚ ان الله يحب المتقين,6738,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,5,فَإِذَا ٱنسَلَخَ ٱلْأَشْهُرُ ٱلْحُرُمُ فَٱقْتُلُوا۟ ٱلْمُشْرِكِينَ حَيْثُ وَجَدتُّمُوهُمْ وَخُذُوهُمْ وَٱحْصُرُوهُمْ وَٱقْعُدُوا۟ لَهُمْ كُلَّ مَرْصَدٍۢ ۚ فَإِن تَابُوا۟ وَأَقَامُوا۟ ٱلصَّلَوٰةَ وَءَاتَوُا۟ ٱلزَّكَوٰةَ فَخَلُّوا۟ سَبِيلَهُمْ ۚ إِنَّ ٱللَّهَ غَفُورٌۭ رَّحِيمٌۭ,فاذا انسلخ الاشهر الحرم فاقتلوا۟ المشركين حيث وجدتموهم وخذوهم واحصروهم واقعدوا۟ لهم كل مرصدۢ ۚ فان تابوا۟ واقاموا۟ الصلوه وءاتوا۟ الزكوه فخلوا۟ سبيلهم ۚ ان الله غفورۭ رحيمۭ,10857,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,6,وَإِنْ أَحَدٌۭ مِّنَ ٱلْمُشْرِكِينَ ٱسْتَجَارَكَ فَأَجِرْهُ حَتَّىٰ يَسْمَعَ كَلَٰمَ ٱللَّهِ ثُمَّ أَبْلِغْهُ مَأْمَنَهُۥ ۚ ذَٰلِكَ بِأَنَّهُمْ قَوْمٌۭ لَّا يَعْلَمُونَ,وان احدۭ من المشركين استجارك فاجره حتي يسمع كلم الله ثم ابلغه مامنهۥ ۚ ذلك بانهم قومۭ لا يعلمون,5484,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,7,كَيْفَ يَكُونُ لِلْمُشْرِكِينَ عَهْدٌ عِندَ ٱللَّهِ وَعِندَ رَسُولِهِۦٓ إِلَّا ٱلَّذِينَ عَٰهَدتُّمْ عِندَ ٱلْمَسْجِدِ ٱلْحَرَامِ ۖ فَمَا ٱسْتَقَٰمُوا۟ لَكُمْ فَٱسْتَقِيمُوا۟ لَهُمْ ۚ إِنَّ ٱللَّهَ يُحِبُّ ٱلْمُتَّقِينَ,كيف يكون للمشركين عهد عند الله وعند رسولهۦ الا الذين عهدتم عند المسجد الحرام ۖ فما استقموا۟ لكم فاستقيموا۟ لهم ۚ ان الله يحب المتقين,5820,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,8,كَيْفَ وَإِن يَظْهَرُوا۟ عَلَيْكُمْ لَا يَرْقُبُوا۟ فِيكُمْ إِلًّۭا وَلَا ذِمَّةًۭ ۚ يُرْضُونَكُم بِأَفْوَٰهِهِمْ وَتَأْبَىٰ قُلُوبُهُمْ وَأَكْثَرُهُمْ فَٰسِقُونَ,كيف وان يظهروا۟ عليكم لا يرقبوا۟ فيكم الۭا ولا ذمهۭ ۚ يرضونكم بافوههم وتابي قلوبهم واكثرهم فسقون,5708,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,9,ٱشْتَرَوْا۟ بِـَٔايَٰتِ ٱللَّهِ ثَمَنًۭا قَلِيلًۭا فَصَدُّوا۟ عَن سَبِيلِهِۦٓ ۚ إِنَّهُمْ سَآءَ مَا كَانُوا۟ يَعْمَلُونَ,اشتروا۟ بايت الله ثمنۭا قليلۭا فصدوا۟ عن سبيلهۦ ۚ انهم ساء ما كانوا۟ يعملون,3040,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,10,لَا يَرْقُبُونَ فِى مُؤْمِنٍ إِلًّۭا وَلَا ذِمَّةًۭ ۚ وَأُو۟لَٰٓئِكَ هُمُ ٱلْمُعْتَدُونَ,لا يرقبون في مؤمن الۭا ولا ذمهۭ ۚ واو۟لئك هم المعتدون,2142,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,11,فَإِن تَابُوا۟ وَأَقَامُوا۟ ٱلصَّلَوٰةَ وَءَاتَوُا۟ ٱلزَّكَوٰةَ فَإِخْوَٰنُكُمْ فِى ٱلدِّينِ ۗ وَنُفَصِّلُ ٱلْءَايَٰتِ لِقَوْمٍۢ يَعْلَمُونَ,فان تابوا۟ واقاموا۟ الصلوه وءاتوا۟ الزكوه فاخونكم في الدين ۗ ونفصل الءايت لقومۢ يعلمون,3405,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,12,وَإِن نَّكَثُوٓا۟ أَيْمَٰنَهُم مِّنۢ بَعْدِ عَهْدِهِمْ وَطَعَنُوا۟ فِى دِينِكُمْ فَقَٰتِلُوٓا۟ أَئِمَّةَ ٱلْكُفْرِ ۙ إِنَّهُمْ لَآ أَيْمَٰنَ لَهُمْ لَعَلَّهُمْ يَنتَهُونَ,وان نكثوا۟ ايمنهم منۢ بعد عهدهم وطعنوا۟ في دينكم فقتلوا۟ ائمه الكفر ۙ انهم لا ايمن لهم لعلهم ينتهون,3419,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,13,أَلَا تُقَٰتِلُونَ قَوْمًۭا نَّكَثُوٓا۟ أَيْمَٰنَهُمْ وَهَمُّوا۟ بِإِخْرَاجِ ٱلرَّسُولِ وَهُم بَدَءُوكُمْ أَوَّلَ مَرَّةٍ ۚ أَتَخْشَوْنَهُمْ ۚ فَٱللَّهُ أَحَقُّ أَن تَخْشَوْهُ إِن كُنتُم مُّؤْمِنِينَ,الا تقتلون قومۭا نكثوا۟ ايمنهم وهموا۟ باخراج الرسول وهم بدءوكم اول مره ۚ اتخشونهم ۚ فالله احق ان تخشوه ان كنتم مؤمنين,7256,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,14,قَٰتِلُوهُمْ يُعَذِّبْهُمُ ٱللَّهُ بِأَيْدِيكُمْ وَيُخْزِهِمْ وَيَنصُرْكُمْ عَلَيْهِمْ وَيَشْفِ صُدُورَ قَوْمٍۢ مُّؤْمِنِينَ,قتلوهم يعذبهم الله بايديكم ويخزهم وينصركم عليهم ويشف صدور قومۢ مؤمنين,3832,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,15,وَيُذْهِبْ غَيْظَ قُلُوبِهِمْ ۗ وَيَتُوبُ ٱللَّهُ عَلَىٰ مَن يَشَآءُ ۗ وَٱللَّهُ عَلِيمٌ حَكِيمٌ,ويذهب غيظ قلوبهم ۗ ويتوب الله علي من يشاء ۗ والله عليم حكيم,4118,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,16,أَمْ حَسِبْتُمْ أَن تُتْرَكُوا۟ وَلَمَّا يَعْلَمِ ٱللَّهُ ٱلَّذِينَ جَٰهَدُوا۟ مِنكُمْ وَلَمْ يَتَّخِذُوا۟ مِن دُونِ ٱللَّهِ وَلَا رَسُولِهِۦ وَلَا ٱلْمُؤْمِنِينَ وَلِيجَةًۭ ۚ وَٱللَّهُ خَبِيرٌۢ بِمَا تَعْمَلُونَ,ام حسبتم ان تتركوا۟ ولما يعلم الله الذين جهدوا۟ منكم ولم يتخذوا۟ من دون الله ولا رسولهۦ ولا المؤمنين وليجهۭ ۚ والله خبيرۢ بما تعملون,7064,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,17,مَا كَانَ لِلْمُشْرِكِينَ أَن يَعْمُرُوا۟ مَسَٰجِدَ ٱللَّهِ شَٰهِدِينَ عَلَىٰٓ أَنفُسِهِم بِٱلْكُفْرِ ۚ أُو۟لَٰٓئِكَ حَبِطَتْ أَعْمَٰلُهُمْ وَفِى ٱلنَّارِ هُمْ خَٰلِدُونَ,ما كان للمشركين ان يعمروا۟ مسجد الله شهدين علي انفسهم بالكفر ۚ او۟لئك حبطت اعملهم وفي النار هم خلدون,4166,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,18,إِنَّمَا يَعْمُرُ مَسَٰجِدَ ٱللَّهِ مَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ وَأَقَامَ ٱلصَّلَوٰةَ وَءَاتَى ٱلزَّكَوٰةَ وَلَمْ يَخْشَ إِلَّا ٱللَّهَ ۖ فَعَسَىٰٓ أُو۟لَٰٓئِكَ أَن يَكُونُوا۟ مِنَ ٱلْمُهْتَدِينَ,انما يعمر مسجد الله من ءامن بالله واليوم الءاخر واقام الصلوه وءاتي الزكوه ولم يخش الا الله ۖ فعسي او۟لئك ان يكونوا۟ من المهتدين,4693,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,19,۞ أَجَعَلْتُمْ سِقَايَةَ ٱلْحَآجِّ وَعِمَارَةَ ٱلْمَسْجِدِ ٱلْحَرَامِ كَمَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ وَجَٰهَدَ فِى سَبِيلِ ٱللَّهِ ۚ لَا يَسْتَوُۥنَ عِندَ ٱللَّهِ ۗ وَٱللَّهُ لَا يَهْدِى ٱلْقَوْمَ ٱلظَّٰلِمِينَ,۞ اجعلتم سقايه الحاج وعماره المسجد الحرام كمن ءامن بالله واليوم الءاخر وجهد في سبيل الله ۚ لا يستوۥن عند الله ۗ والله لا يهدي القوم الظلمين,5092,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,20,ٱلَّذِينَ ءَامَنُوا۟ وَهَاجَرُوا۟ وَجَٰهَدُوا۟ فِى سَبِيلِ ٱللَّهِ بِأَمْوَٰلِهِمْ وَأَنفُسِهِمْ أَعْظَمُ دَرَجَةً عِندَ ٱللَّهِ ۚ وَأُو۟لَٰٓئِكَ هُمُ ٱلْفَآئِزُونَ,الذين ءامنوا۟ وهاجروا۟ وجهدوا۟ في سبيل الله بامولهم وانفسهم اعظم درجه عند الله ۚ واو۟لئك هم الفائزون,3457,10.0,Medina,Madaniyah,169
9,at-Taubah,التوبة,21,يُبَشِّرُهُمْ رَبُّهُم بِرَحْمَةٍۢ مِّنْهُ وَرِضْوَٰنٍۢ وَجَنَّٰتٍۢ لَّهُمْ فِيهَا نَعِيمٌۭ مُّقِيمٌ,يبشرهم ربهم برحمهۢ منه ورضونۢ وجنتۢ لهم فيها نعيمۭ مقيم,3206,10.0,Medina,Madaniyah,169
